cbsa,geoid,msa,STATE,January_2021_LaborForce,January_2021_URate,NUMBER_AIRPORTS,AIRPORT,CODE,NS_DOMESTIC,NS_INTERNATIONAL,NS_TOTAL,Avg. Local Sales Tax,State Sales Tax,Total Sales Tax,Property Tax per Capita,Property Tax Rank,Property Tax Throw Back,Taxable Wages Rate,New Employers Rate,Taxable Wage Base,Payroll Tax Notes,Individual Tax Rate,Individual Tax Brackets,Graduated Individual Tax,Franchise Tax Rate,Corporate Tax Rate,Corporate Tax Brackets,Graduated Corporate Tax,STATE_CODB,Fortune 500,Fortune 1000,HOUSING_PERMITS1,HOUSING_PERMITS2,PERMIT_CHANGE,SCORE,TOTPOP_CY,TOTPOP_FY,POP_ANNUAL_GROWTH,MEDAGE_CY,MEDHHINC_CY,HOME_VALUE,COLLEGE_DEGREE,DIV_INDEX,URBAN_AREA,COMP_INDEX,GROCERY,HOUSING,UTILITIES,TRANSPORTATION,HEALTH_CARE,MISC,APT_RENT,PHYSICAL_SCIENCES_ENROLLMENT,BIO_LIFE_ENROLLMENT,BUSINESS_MGMT_ENROLLMENT,EDUCATION_ENROLLMENT,ENGINEERING_ENROLLMENT,LAW_ENROLLMENT,MEDICINE_ENROLLMENT,ENROLLMENT,COMPLETIONS,NUMBER_OF_COLLEGES,MSA_CODB,UNIT_LABOR_COST,ENERGY_COST,STATE_LOCAL_TAX,OFFICE_RENT,JAN_RAIN,JAN_SNOW,JAN_TEMP_MAX,JAN_TEMP_MIN,JULY_RAIN,JULY_SNOW,JULY_TEMP_MAX,JULY_TEMP_MIN,geometry
13740,3013740,"Billings, MT",MT,85520.0,4.4,0,None,None,0,0,0,0.0,0.0,0.0,1567.0,22.0,Yes,0.13 - 6.25%,,34100.0,Includes 0.13% or 0.18% administrative fund tax,6.9,7.0,Yes,No entity-level tax measured by net worth/capital value.,6.75,1.0,No,101.0,0.0,0.0,1158.0,308.0,-0.734,18.0,187949.0,198796.0,1.13,41.0,57259.0,240422.0,0.311,29.8,,,,,,,,,,34.0,251.0,1058.0,846.0,0.0,0.0,0.0,6993.0,1097.0,4.0,99.0,101.0,116.0,98.0,74.0,0.6,8.5,36.0,14.0,1.4,0.0,85.0,54.0,POINT (-8.477174518745251 7.563180095596295)
13780,3613780,"Binghamton, NY",NY,103154.0,7.3,0,None,None,0,0,0,4.52,4.0,8.52,2902.0,4.0,No,0.60 - 7.90%,3.2,11600.0,"*2019, Includes 0.075% Re-employment Service Fund rate",8.82,8.0,Yes,"Capital value tax is part of overall franchise tax calculation that is based on the greater of the business income base, the capital tax base, or the fixed dollar minimum tax.",6.5,1.0,No,98.0,0.0,0.0,93.0,0.0,-1.0,,245282.0,239301.0,-0.49,42.0,53742.0,125423.0,0.297,30.7,,,,,,,,,,309.0,1380.0,2023.0,263.0,1718.0,0.0,0.0,28987.0,6495.0,5.0,84.0,84.0,103.0,129.0,48.0,2.5,22.2,29.0,16.0,3.7,0.0,78.0,60.0,POINT (15.05999226121418 5.026046141084145)
13820,0113820,"Birmingham-Hoover, AL",AL,552337.0,3.7,1,Birmingham,BHM,17,0,17,5.22,4.0,9.22,582.0,50.0,Yes,0.65 - 6.80%,2.7,8000.0,Includes 0.06% employment security assessment,5.0,3.0,Yes,"""Business privilege tax imposed at following graduated rates based on taxable net worth: $0-$0.999: $0.25 per $1,000 net worth $1-$199,999: $1.00 per $1,000 net worth $200,000-$499,999: $1.25 per $1,000 $500,000-$2,499,999: $1.50 per $1,000 net worth $2.5 million or more: $1.75 per $1,000 net worth. $100 minimum tax; $15,000 maximum tax.""",6.5,1.0,No,100.0,1.0,3.0,2698.0,2884.0,0.069,83.0,1115241.0,1144268.0,0.52,39.0,57745.0,180663.0,0.316,55.0,Birmingham AL,93.1,94.2,78.8,101.5,95.0,91.7,101.4,930.0,500.0,2334.0,5846.0,3064.0,1049.0,426.0,668.0,60180.0,9671.0,14.0,97.0,101.0,106.0,67.0,86.0,5.2,0.3,54.0,32.0,5.1,0.0,90.0,69.0,POINT (8.139084322729495 -4.964354432261489)
13900,3813900,"Bismarck, ND",ND,69707.0,4.6,0,None,None,0,0,0,1.86,5.0,6.86,1654.0,15.0,Yes,0.08 - 9.69%,1.02,37900.0,,2.9,5.0,Yes,No entity-level tax measured by net worth/capital value.,4.31,3.0,Yes,97.0,0.0,1.0,383.0,365.0,-0.047,21.0,134397.0,144822.0,1.51,39.0,71207.0,258955.0,0.331,20.4,Bismarck-Mandan ND,98.5,101.4,92.4,88.9,105.5,116.5,100.5,897.0,0.0,104.0,1104.0,369.0,20.0,0.0,0.0,10185.0,2014.0,5.0,95.0,105.0,94.0,95.0,72.0,0.3,6.1,24.0,2.0,2.7,0.0,84.0,57.0,POINT (-2.951898237076259 8.283016702145865)
13980,5113980,"Blacksburg-Christiansburg-Radford, VA",VA,85138.0,4.9,0,None,None,0,0,0,0.35,5.3,5.65,1652.0,16.0,No,0.11 - 6.21%,2.51,8000.0,Includes 0.01% pool cost charge,5.75,4.0,Yes,No entity-level tax measured by net worth/capital value.,6.0,1.0,No,101.0,0.0,0.0,435.0,45.0,-0.897,,171619.0,174284.0,0.31,33.0,51466.0,191149.0,0.368,28.0,Blacksburg VA,92.7,93.8,89.1,86.5,91.8,92.4,97.0,943.0,1302.0,2612.0,5147.0,1687.0,6525.0,0.0,0.0,,,,97.0,121.0,89.0,76.0,59.0,2.9,6.7,42.0,22.0,4.2,0.0,83.0,61.0,POINT (12.56690152046823 -0.546190028270324)
14010,1714010,"Bloomington, IL",IL,89295.0,6.3,0,None,None,0,0,0,2.83,6.25,9.08,2239.0,8.0,Yes,0.43 - 6.88%,,12740.0,Includes 0.425% fund-building surtax,4.95,1.0,No,"""Initial tax: .15% ($1.50 per $1,000) of paid in capital Annual tax: .10% ($1.00 per $1,000) of paid in capital.""",9.5,1.0,No,100.0,1.0,2.0,114.0,77.0,-0.325,100.0,171240.0,170112.0,-0.13,34.0,66213.0,184801.0,0.463,39.5,Bloomington-Normal IL,102.8,110.4,87.4,101.8,102.7,105.6,111.8,1051.0,452.0,977.0,4225.0,3476.0,0.0,0.0,0.0,33227.0,6729.0,5.0,95.0,114.0,79.0,92.0,73.0,2.0,5.2,33.0,16.0,3.9,0.0,85.0,63.0,POINT (5.850955275435622 2.008566981390127)
14020,1814020,"Bloomington, IN",IN,76325.0,4.2,0,None,None,0,0,0,0.0,7.0,7.0,1041.0,35.0,No,0.50 - 7.40%,,9500.0,,3.23,1.0,No,No entity-level tax measured by net worth/capital value.,5.5,1.0,No,94.0,0.0,0.0,255.0,247.0,-0.031,,169331.0,175114.0,0.67,32.0,48540.0,183522.0,0.424,30.2,Bloomington IN,99.6,98.7,95.1,93.7,99.6,97.7,105.4,1233.0,904.0,3230.0,10241.0,3178.0,0.0,574.0,0.0,46423.0,11479.0,2.0,88.0,93.0,93.0,102.0,64.0,3.1,6.9,37.0,20.0,4.5,0.0,85.0,65.0,POINT (7.605921800007392 0.888992466006124)
14100,4214100,"Bloomsburg-Berwick, PA",PA,41461.0,7.6,0,None,None,0,0,0,0.34,6.0,6.34,1528.0,25.0,No,1.29 - 9.93%,3.69,10000.0,"Includes 5.4% surcharge, 0.00% interest tax factor and 0.50% additional contribution tax",3.07,1.0,No,No entity-level tax measured by net worth/capital value.,9.99,1.0,No,94.0,0.0,0.0,83.0,94.0,0.133,,84738.0,84094.0,-0.15,43.0,52192.0,170862.0,0.264,17.2,,,,,,,,,,300.0,200.0,1827.0,1005.0,80.0,0.0,0.0,9843.0,2271.0,2.0,89.0,86.0,121.0,98.0,55.0,,,,,,,,,POINT (14.97792099149543 3.858669140075858)
14260,1614260,"Boise City, ID",ID,383811.0,4.3,1,Boise,BOI,19,0,19,0.03,6.0,6.03,1018.0,38.0,Yes,0.26 - 5.40%,1.0,41600.0,Includes variable-rate Workforce Development tax,6.93,7.0,Yes,No entity-level tax measured by net worth/capital value.,6.93,1.0,No,101.0,2.0,4.0,6923.0,7594.0,0.097,71.0,778630.0,867359.0,2.18,36.0,60723.0,263915.0,0.323,44.2,Boise ID,99.3,93.5,99.6,83.1,108.8,98.2,103.3,1252.0,531.0,1092.0,3861.0,3029.0,1715.0,0.0,0.0,63446.0,6408.0,11.0,90.0,105.0,80.0,103.0,65.0,1.6,6.6,38.0,22.0,0.3,0.0,91.0,56.0,POINT (-14.07346393474225 5.885784198454282)
71650,,"Boston-Cambridge-Newton, MA-NH",MA,,,1,Boston,BOS,72,49,121,0.0,6.25,6.25,2434.0,6.0,Yes,0.94 - 14.37%,2.42,15000.0,Plus 0.58% solvency assessment and 0.056% workforce training fund surcharge,5.0,1.0,No,"Taxable net worth or tangible property is part of overall excise tax calculation that is based on the greater of the net worth or tangible property basis plus the income tax basis, or the minimum tax.",8.0,1.0,No,118.0,14.0,29.0,4930.0,4323.0,-0.123,100.0,4924594.0,5099754.0,0.7,40.0,90227.0,465809.0,0.496,56.8,,,,,,,,,,5555.0,15214.0,52177.0,19121.0,19741.0,6124.0,2227.0,461260.0,99779.0,100.0,128.0,108.0,202.0,97.0,145.0,3.8,14.8,36.0,17.0,3.9,0.0,82.0,61.0,POINT (18.547692 6.226565)
14500,0814500,"Boulder, CO",CO,193590.0,5.9,0,None,None,0,0,0,4.75,2.9,7.65,1542.0,24.0,Yes,0.58 - 7.40%,1.7,13600.0,,4.63,1.0,No,No entity-level tax measured by net worth/capital value.,4.63,1.0,No,109.0,0.0,1.0,899.0,658.0,-0.268,86.0,333476.0,352602.0,1.12,37.0,85144.0,525229.0,0.631,43.5,,,,,,,,,,1529.0,3981.0,3554.0,481.0,4899.0,509.0,0.0,45732.0,9304.0,7.0,101.0,106.0,91.0,73.0,112.0,0.6,8.8,44.0,16.0,1.7,0.0,86.0,54.0,POINT (-6.619028465377951 1.752858616286522)
14540,2114540,"Bowling Green, KY",KY,79557.0,4.6,0,None,None,0,0,0,0.0,6.0,6.0,831.0,46.0,No,0.23 - 8.93%,2.7,10800.0,,5.0,1.0,No,No entity-level tax measured by net worth/capital value.,5.0,1.0,No,98.0,0.0,0.0,783.0,577.0,-0.263,17.0,184535.0,196519.0,1.27,37.0,51909.0,160780.0,0.279,36.7,,,,,,,,,,371.0,840.0,2479.0,1893.0,722.0,0.0,0.0,29583.0,4951.0,4.0,89.0,98.0,90.0,91.0,66.0,3.7,2.3,45.0,26.0,4.2,0.0,89.0,66.0,POINT (8.034623957116192 -1.296536553343324)
14740,5314740,"Bremerton-Silverdale, WA",WA,123619.0,5.9,0,None,None,0,0,0,2.71,6.5,9.21,1498.0,26.0,,0.13 - 7.73%,,52700.0,Includes employment administrative fund and social cost surtaxes,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,96.0,0.0,0.0,903.0,931.0,0.031,,277559.0,290969.0,0.95,41.0,79980.0,387944.0,0.346,45.4,,,,,,,,,,0.0,3.0,350.0,157.0,1.0,0.0,0.0,,,,94.0,96.0,107.0,89.0,77.0,8.9,0.4,47.0,36.0,0.9,0.0,76.0,54.0,POINT (-17.38096504395217 11.41588544771499)
71950,,"Bridgeport-Stamford-Norwalk, CT",CT,438437.0,8.7,0,None,None,0,0,0,0.0,6.35,6.35,3020.0,3.0,No,1.90 -6.80%,3.2,15000.0,Includes 1.4% fund solvency surtax,6.99,7.0,Yes,"Capital stock tax is part of overall corporation business tax calculation that is based on the greater of the net income basis, the capital stock basis, or the minimum tax.",7.5,1.0,No,108.0,9.0,19.0,753.0,625.0,-0.17,52.0,949791.0,966138.0,0.34,41.0,93447.0,428430.0,0.486,65.9,Stamford CT,135.9,106.2,179.7,131.0,116.0,116.8,121.9,2515.0,559.0,829.0,4341.0,2030.0,984.0,0.0,0.0,46165.0,7788.0,9.0,120.0,95.0,186.0,103.0,104.0,3.6,10.5,37.0,21.0,4.2,0.0,84.0,64.0,POINT (17.18797 4.542059)
15180,4815180,"Brownsville-Harlingen, TX",TX,169901.0,10.5,0,None,None,0,0,0,1.94,6.25,8.19,1872.0,13.0,,0.31 - 6.31%,2.7,9000.0,,0.0,1.0,No,"Revised franchise tax, otherwise known as margin tax, on total revenues.",0.0,1.0,No,92.0,0.0,0.0,1392.0,978.0,-0.297,21.0,441985.0,458139.0,0.72,32.0,38551.0,94073.0,0.185,39.0,Harlingen TX,75.0,80.6,57.5,107.3,88.7,80.9,73.7,693.0,104.0,1173.0,1736.0,811.0,414.0,0.0,0.0,9761.0,545.0,1.0,99.0,97.0,146.0,80.0,56.0,1.6,0.0,70.0,52.0,2.0,0.0,92.0,77.0,POINT (-0.851789277209748 -12.48825590229162)
15260,1315260,"Brunswick, GA",GA,51879.0,4.7,0,None,None,0,0,0,3.31,4.0,7.31,1161.0,33.0,No,0.04 - 7.56%,2.7,9500.0,Includes 0.06% administrative assessment except lowest and highest rates,5.75,6.0,Yes,"Graduated tax from minimum of $125 to maximum of $5,000 on net worth exceeding $100,000.",5.75,1.0,No,94.0,0.0,0.0,640.0,413.0,-0.355,42.0,120655.0,125826.0,0.84,42.0,52184.0,184107.0,0.261,51.5,,,,,,,,,,0.0,282.0,451.0,215.0,0.0,0.0,0.0,4436.0,576.0,1.0,92.0,106.0,87.0,80.0,73.0,3.6,0.0,61.0,42.0,4.6,0.0,91.0,75.0,POINT (12.68674001131651 -6.511962980474909)
15380,3615380,"Buffalo-Cheektowaga-Niagara Falls, NY",NY,534954.0,7.9,1,Buffalo,BUF,23,0,23,4.52,4.0,8.52,2902.0,4.0,No,0.60 - 7.90%,3.2,11600.0,"*2019, Includes 0.075% Re-employment Service Fund rate",8.82,8.0,Yes,"Capital value tax is part of overall franchise tax calculation that is based on the greater of the business income base, the capital tax base, or the fixed dollar minimum tax.",6.5,1.0,No,98.0,1.0,2.0,975.0,940.0,-0.036,95.0,1145128.0,1143911.0,-0.02,42.0,56959.0,146929.0,0.339,42.7,Buffalo NY,96.7,94.2,95.0,97.0,97.9,85.5,100.3,860.0,998.0,5111.0,9445.0,4719.0,4565.0,545.0,577.0,,,,79.0,73.0,90.0,129.0,60.0,2.9,25.6,32.0,17.0,3.6,0.0,80.0,60.0,POINT (12.91574010935101 5.494846011923878)
15500,3715500,"Burlington, NC",NC,81143.0,5.9,0,None,None,0,0,0,2.22,4.75,6.97,974.0,41.0,No,0.06 - 5.76%,1.0,25200.0,,5.25,1.0,No,"$1.50 per $1,000 of greatest of net worth; actual investment in tangible property; or 55% of appraised value of real/tangible property. Minimum tax of $200.",2.5,1.0,No,92.0,1.0,1.0,1084.0,574.0,-0.47,82.0,175479.0,186818.0,1.26,40.0,51071.0,165774.0,0.26,62.6,Burlington NC,91.7,99.9,79.8,95.7,93.7,112.9,93.5,1020.0,49.0,255.0,835.0,272.0,50.0,280.0,0.0,12767.0,2564.0,3.0,82.0,89.0,77.0,86.0,71.0,3.8,0.1,50.0,30.0,4.9,0.0,89.0,69.0,POINT (13.69534629391726 -1.524834744676358)
72400,,"Burlington-South Burlington, VT",VT,113466.0,3.1,0,None,None,0,0,0,0.22,6.0,6.22,2670.0,5.0,Yes,0.40 - 5.40%,1.0,16100.0,,8.75,4.0,Yes,"""Financial institutions: 0.000096 of the average monthly deposits held by a banking corporation.""",8.5,3.0,Yes,115.0,0.0,0.0,447.0,251.0,-0.438,,227158.0,234516.0,0.64,39.0,70305.0,280021.0,0.461,22.4,Burlington-Chittenden County VT,116.4,116.0,138.4,118.8,114.7,99.2,101.3,1522.0,287.0,1611.0,2234.0,1600.0,1010.0,0.0,459.0,24628.0,5296.0,4.0,106.0,102.0,141.0,122.0,67.0,2.1,18.3,27.0,8.0,4.2,0.0,80.0,60.0,POINT (16.601547 7.961464)
15680,2415680,"California-Lexington Park, MD",MD,56421.0,4.4,0,None,None,0,0,0,0.0,6.0,6.0,1623.0,18.0,No,0.30 - 7.50%,2.6,8500.0,,5.75,8.0,Yes,No entity-level tax measured by net worth/capital value.,8.25,1.0,No,102.0,0.0,0.0,871.0,615.0,-0.294,,116779.0,122061.0,0.89,37.0,98149.0,319329.0,0.333,46.3,,,,,,,,,,,,,,,,,1705.0,509.0,2.0,105.0,90.0,146.0,90.0,94.0,3.3,4.9,44.0,26.0,4.5,0.0,86.0,67.0,POINT (15.50733833639599 1.055955724483483)
15940,3915940,"Canton-Massillon, OH",OH,196016.0,6.0,0,None,None,0,0,0,1.42,5.75,7.17,1316.0,30.0,,0.30 - 9.40%,2.7,9000.0,,4.8,5.0,Yes,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,98.0,0.0,1.0,413.0,412.0,-0.002,,402640.0,401066.0,-0.08,43.0,52746.0,142284.0,0.239,25.9,,,,,,,,,,175.0,613.0,2259.0,963.0,71.0,0.0,0.0,30588.0,4030.0,10.0,94.0,96.0,118.0,104.0,55.0,,,,,,,,,POINT (11.50087477143984 2.892645543655353)
15980,1215980,"Cape Coral-Fort Myers, FL",FL,347082.0,4.6,1,Fort Myers,RSW,28,2,30,0.0,6.0,7.05,1330.0,29.0,No,0.10 -5.40%,2.7,7000.0,,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,4.46,1.0,No,104.0,1.0,3.0,5803.0,5628.0,-0.03,39.0,753337.0,828246.0,1.91,48.0,56940.0,253489.0,0.297,57.8,Cape Coral-Fort Myers FL,100.8,100.3,90.2,98.2,111.7,106.5,106.5,1061.0,99.0,964.0,4786.0,1507.0,587.0,0.0,0.0,42252.0,6764.0,5.0,96.0,108.0,85.0,82.0,87.0,1.9,0.0,75.0,54.0,9.0,0.0,92.0,75.0,POINT (13.10772599272203 -11.16746985217129)
16020,1716020,"Cape Girardeau, MO-IL",MO,,,0,None,None,0,0,0,3.96,4.23,8.18,1039.0,36.0,Yes,0.00 - 9.45%,2.38,11500.0,,5.4,9.0,Yes,No entity-level tax measured by net worth/capital value.,4.0,1.0,No,99.0,0.0,0.0,131.0,1.0,-0.992,3.0,98708.0,99992.0,0.26,39.0,47500.0,158757.0,0.278,29.4,,,,,,,,,,152.0,468.0,1633.0,1877.0,61.0,0.0,0.0,13305.0,2194.0,4.0,91.0,107.0,86.0,77.0,63.0,3.5,2.5,43.0,24.0,4.2,0.0,89.0,68.0,POINT (5.366601611089814 -1.22960871139197)
16060,1716060,"Carbondale-Marion, IL",IL,56460.0,6.9,0,None,None,0,0,0,2.83,6.25,9.08,2239.0,8.0,Yes,0.43 - 6.88%,,12740.0,Includes 0.425% fund-building surtax,4.95,1.0,No,"""Initial tax: .15% ($1.50 per $1,000) of paid in capital Annual tax: .10% ($1.00 per $1,000) of paid in capital.""",9.5,1.0,No,100.0,0.0,0.0,,,,50.0,138148.0,137196.0,-0.14,38.0,39523.0,123042.0,0.283,33.5,,,,,,,,,,355.0,1157.0,1338.0,1279.0,1177.0,349.0,286.0,26294.0,4776.0,3.0,85.0,100.0,79.0,92.0,57.0,3.2,3.6,40.0,22.0,4.0,0.0,87.0,67.0,POINT (5.856069794261689 -0.829384852008788)
16180,3216180,"Carson City, NV",NV,26767.0,5.6,0,None,None,0,0,0,1.47,6.85,8.32,1012.0,40.0,,0.30 - 5.40%,3.0,32500.0,Includes 0.05% Career Enhancement Program fee,0.0,1.0,No,No entity-level tax measured by net worth/capital value.,0.0,1.0,No,92.0,0.0,0.0,180.0,172.0,-0.044,56.0,57491.0,59048.0,0.54,43.0,50702.0,317106.0,0.231,62.7,,,,,,,,,,409.0,16.0,310.0,23.0,13.0,0.0,0.0,4438.0,612.0,1.0,89.0,101.0,77.0,81.0,81.0,1.6,2.5,45.0,22.0,0.2,0.0,90.0,52.0,POINT (-17.58775378426546 2.719987225394876)
16220,5616220,"Casper, WY",WY,40705.0,8.2,0,None,None,0,0,0,1.34,4.0,5.34,2089.0,11.0,,0.18 - 8.72%,,26400.0,"*2019, Includes 0.13% INEFF/NC adjustment factor and 0.09% Employment Support Fund factor",0.0,1.0,No,"$50 or two-tenths of one mill on the dollar ($0.0002), whichever is greater, based upon the sum of capital, property, and assets located and employed in state.",0.0,1.0,No,99.0,0.0,0.0,140.0,149.0,0.064,5.0,82317.0,84981.0,0.64,38.0,61557.0,213433.0,0.226,31.6,Casper WY,97.2,99.5,90.1,87.8,85.7,100.7,106.9,891.0,,,,,,,,5123.0,565.0,1.0,90.0,95.0,89.0,100.0,77.0,0.4,7.6,35.0,12.0,1.2,0.0,87.0,53.0,POINT (-7.377337042631596 4.736324177838467)
16300,1916300,"Cedar Rapids, IA",IA,136719.0,5.2,0,None,None,0,0,0,0.94,6.0,6.94,1632.0,17.0,No,0.013,0.0,30600.0,26,8.53,9.0,Yes,No entity-level tax measured by net worth/capital value.,12.0,4.0,Yes,91.0,0.0,0.0,490.0,347.0,-0.292,100.0,279621.0,290041.0,0.73,39.0,63787.0,169082.0,0.319,27.6,Cedar Rapids IA,95.7,98.1,82.3,106.9,97.7,109.8,100.0,831.0,170.0,449.0,1043.0,315.0,0.0,0.0,0.0,24496.0,3050.0,7.0,92.0,92.0,106.0,96.0,75.0,1.1,7.7,29.0,11.0,4.6,0.0,84.0,62.0,POINT (3.681928934986901 3.491323486488791)
16540,4216540,"Chambersburg-Waynesboro, PA",PA,75567.0,6.5,0,None,None,0,0,0,0.34,6.0,6.34,1528.0,25.0,No,1.29 - 9.93%,3.69,10000.0,"Includes 5.4% surcharge, 0.00% interest tax factor and 0.50% additional contribution tax",3.07,1.0,No,No entity-level tax measured by net worth/capital value.,9.99,1.0,No,94.0,0.0,0.0,349.0,332.0,-0.049,,157402.0,161437.0,0.51,42.0,58505.0,190838.0,0.224,29.5,,,,,,,,,,11.0,9.0,114.0,94.0,53.0,0.0,0.0,3266.0,372.0,3.0,99.0,108.0,121.0,98.0,54.0,3.2,10.4,36.0,21.0,3.8,0.0,83.0,62.0,POINT (14.26772196190874 2.568256904894503)
16580,1716580,"Champaign-Urbana, IL",IL,118949.0,6.3,0,None,None,0,0,0,2.83,6.25,9.08,2239.0,8.0,Yes,0.43 - 6.88%,,12740.0,Includes 0.425% fund-building surtax,4.95,1.0,No,"""Initial tax: .15% ($1.50 per $1,000) of paid in capital Annual tax: .10% ($1.00 per $1,000) of paid in capital.""",9.5,1.0,No,100.0,0.0,0.0,345.0,103.0,-0.701,79.0,231158.0,237816.0,0.57,31.0,54938.0,171190.0,0.442,53.1,Champaign-Urbana IL,86.7,92.2,69.1,97.2,98.0,100.4,91.1,786.0,1824.0,2841.0,4605.0,1655.0,9503.0,502.0,0.0,66352.0,14808.0,3.0,93.0,109.0,79.0,92.0,73.0,2.0,6.4,32.0,16.0,4.4,0.0,85.0,63.0,POINT (6.279990973772401 1.647207613777627)
16620,5416620,"Charleston, WV",WV,91431.0,7.5,0,None,None,0,0,0,0.41,6.0,6.41,948.0,42.0,No,1.50 - 8.50%,2.7,12000.0,,6.5,5.0,Yes,No entity-level tax measured by net worth/capital value.,6.5,1.0,No,94.0,0.0,0.0,106.0,149.0,0.406,,267872.0,259321.0,-0.65,44.0,40781.0,113290.0,0.226,18.6,,,,,,,,,,49.0,428.0,901.0,601.0,0.0,0.0,0.0,10983.0,1594.0,7.0,84.0,91.0,89.0,100.0,58.0,3.2,8.5,43.0,24.0,5.3,0.0,86.0,65.0,POINT (11.58883035410049 0.494550701216531)
16700,4516700,"Charleston-North Charleston, SC",SC,389205.0,5.0,1,Charleston,CHS,30,1,31,1.46,6.0,7.46,1201.0,32.0,No,0.06 - 5.46%,0.55,14000.0,Includes solvency surcharge and 0.06% contingency assessment,7.0,6.0,Yes,"1 mill on the total capital and paid-in surplus plus $15, but no less than $25.",5.0,1.0,No,95.0,0.0,0.0,4787.0,4767.0,-0.004,,818498.0,899432.0,1.9,37.0,65239.0,245344.0,0.359,57.3,Charleston-N Charleston SC,99.8,104.2,97.1,121.8,93.7,98.8,96.1,1372.0,460.0,1925.0,3495.0,1234.0,562.0,449.0,725.0,44789.0,6965.0,12.0,89.0,93.0,104.0,87.0,64.0,4.1,0.0,59.0,36.0,6.1,0.0,92.0,72.0,POINT (13.72384982692602 -4.611963428784196)
16740,3716740,"Charlotte-Concord-Gastonia, NC-SC",NC,,,1,Charlotte,CLT,139,36,175,2.22,4.75,6.97,974.0,41.0,No,0.06 - 5.76%,1.0,25200.0,,5.25,1.0,No,"$1.50 per $1,000 of greatest of net worth; actual investment in tangible property; or 55% of appraised value of real/tangible property. Minimum tax of $200.",2.5,1.0,No,92.0,8.0,17.0,16407.0,15007.0,-0.085,73.0,2685444.0,2920023.0,1.69,38.0,63483.0,216473.0,0.364,62.5,Salisbury NC,92.0,98.9,77.4,96.5,92.1,105.3,97.7,898.0,938.0,1676.0,8838.0,3882.0,2454.0,1267.0,0.0,123607.0,18940.0,33.0,85.0,92.0,77.0,86.0,81.0,3.7,1.7,51.0,28.0,4.1,0.0,89.0,68.0,POINT (12.73333581825898 -2.582099060708465)
16820,5116820,"Charlottesville, VA",VA,114620.0,5.1,0,None,None,0,0,0,0.35,5.3,5.65,1652.0,16.0,No,0.11 - 6.21%,2.51,8000.0,Includes 0.01% pool cost charge,5.75,4.0,Yes,No entity-level tax measured by net worth/capital value.,6.0,1.0,No,101.0,0.0,0.0,1028.0,704.0,-0.315,80.0,224712.0,235700.0,0.96,38.0,68539.0,309093.0,0.49,45.2,Charlottesville VA,105.6,99.5,115.4,102.2,87.9,105.6,105.7,1280.0,564.0,771.0,1907.0,681.0,2914.0,1005.0,620.0,35771.0,8586.0,3.0,90.0,111.0,79.0,76.0,62.0,2.8,4.3,44.0,25.0,5.1,0.0,86.0,65.0,POINT (13.98060233514666 0.482554192886067)
16860,1316860,"Chattanooga, TN-GA",TN,,,0,None,None,0,0,0,2.53,7.0,9.53,876.0,45.0,No,0.01 - 10.00%,2.7,7000.0,*2019,1.0,1.0,No,"$0.25 for each $100 of net worth or actual value of tangible property, whichever is greater, but no less than $100.",6.5,1.0,No,96.0,1.0,1.0,1971.0,1529.0,-0.224,37.0,578622.0,604219.0,0.87,41.0,54899.0,181486.0,0.274,40.5,Chattanooga TN,93.5,100.6,92.3,91.6,89.2,94.4,93.2,1038.0,468.0,1132.0,1580.0,1716.0,918.0,0.0,0.0,29355.0,4913.0,10.0,94.0,102.0,96.0,72.0,80.0,5.2,1.1,48.0,29.0,5.2,0.0,87.0,67.0,POINT (9.082395449969276 -3.199485563216736)
16940,5616940,"Cheyenne, WY",WY,50814.0,5.4,0,None,None,0,0,0,1.34,4.0,5.34,2089.0,11.0,,0.18 - 8.72%,,26400.0,"*2019, Includes 0.13% INEFF/NC adjustment factor and 0.09% Employment Support Fund factor",0.0,1.0,No,"$50 or two-tenths of one mill on the dollar ($0.0002), whichever is greater, based upon the sum of capital, property, and assets located and employed in state.",0.0,1.0,No,99.0,0.0,0.0,391.0,383.0,-0.02,11.0,101400.0,105512.0,0.8,39.0,62237.0,233682.0,0.285,44.6,,,,,,,,,,0.0,0.0,28.0,0.0,0.0,0.0,0.0,5920.0,519.0,1.0,95.0,95.0,111.0,100.0,75.0,0.3,6.2,40.0,15.0,2.3,0.0,85.0,54.0,POINT (-6.002978613887794 2.923764139786454)
